sephora.id:INTEGER,sephora.variation_value:TEXT,sephora.display_name:TEXT,sephora.brand_name:TEXT,sephora.sku_size:TEXT,sephora.list_price:TEXT,sephora.product_url:TEXT
1286,,Renewalist Melting Cream,Dr. Jart+,0.88,38,/renewalist-melting-cream-P374567
1287,,V7 Cleansing Foam,Dr. Jart+,3.5,24,/v7-cleansing-foam-P376225
1288,,Renewalist BB Beauty Balm,Dr. Jart+,1.05,36,/renewalist-bb-beauty-balm-P374569
1289,,PORE MEDIC Pore Purifying Mask,Dr. Jart+,5 single-use masks/ 0.88 oz each,29,/pore-medic-pore-purifying-mask-P385322
1290,,Original Nipple Balm For Lips,Dr. Lipp,0.507,14.5,/original-nipple-balm-for-lips-P374585
1291,3.5 oz,Detox Dry Shampoo,Drybar,3.5,20,/detox-dry-shampoo-P378169
1292,,Hot Toddy Heat Protector Frizz Fighter,Drybar,3.4,33,/hot-toddy-heat-protector-frizz-fighter-P378174
1293,,Triple Sec 3-in-1,Drybar,4.2,25,/triple-sec-3-in-1-P388515
1294,,Full Pint Medium Round Brush,Drybar,2.48'' D x 2.48'' H x 10.24'' W,40,/full-pint-medium-round-brush-P378166
1295,8.5 oz,Happy Hour Blowout Shampoo,Drybar,8.5,23,/happy-hour-blowout-shampoo-P378177
1296,,Southern Belle Volumizing Mousse,Drybar,6.5,25,/southern-belle-volumizing-mousse-P378171
1297,,Sake Bomb Conditioner,Drybar,8.5,23,/sake-bomb-conditioner-P384660
1298, 8.5 oz,Happy Hour Weightless Conditioner,Drybar,8.5,23,/happy-hour-weightless-conditioner-P378176
1299,,Texas Tea Volumizing Spray,Drybar,5.9,25,/texas-tea-volumizing-spray-P384818
1300,,Money Maker Flexible Hold Hairspray,Drybar,7.7,25,/money-maker-flexible-hold-hairspray-P378170
1301,,Half Pint Small Round Brush ,Drybar,2.09'' D x 2.09'' H x 10.24'' W,35,/half-pint-small-round-brush-P378167
1302,,100 Proof Treatment Oil ,Drybar,3.4,35,/100-proof-treatment-oil-P378173
1303,,Hold Me Hair Clips,Drybar,4 Hair Clips,16,/hold-me-hair-clips-P378162
1304,,The Chaser Shine Pomade,Drybar,3.4,28,/the-chaser-shine-pomade-P378172
1305,,Texas Tea Volumizing Shampoo,Drybar,8.5,23,/texas-tea-volumizing-shampoo-P384819
1306,,High Tops Self-Grip Rollers,Drybar,6 rollers,10,/high-tops-self-grip-rollers-P388516
1307,,Detox Dry Shampoo For Brunettes ,Drybar,3.5,20,/detox-dry-shampoo-for-brunettes-P384469
1308,,Sake Bomb Shampoo,Drybar,8.5,23,/sake-bomb-shampoo-P384659
1309,,Cream Soda Smoothing Cream,Drybar,5.1,27,/cream-soda-smoothing-cream-P378175
1310,,Mai Tai Spritzer Sea Salt Spray,Drybar,3.4,25,/mai-tai-spritzer-sea-salt-spray-P386473
1311,,Texas Tea Volumizing Conditioner,Drybar,8.5 oz ,23,/texas-tea-volumizing-conditioner-P386315
1312,,Mudslide Nourishing Hair Mask,Drybar,8.5,38,/mudslide-nourishing-hair-mask-P384711
1313,,Gold Mine Shimmering Leave-In Conditioner,Drybar,3.4,29,/gold-mine-shimmering-leave-in-conditioner-P386472
1314,,The Sheriff Firm Hold Hairspray,Drybar,7.5,27,/the-sheriff-firm-hold-hairspray-P386471
1315,,Brush On Adhesive,DUO,0.18,9,/brush-on-adhesive-P387891
1316,,Mint Leaves & Tea Tree Shampoo,Earth's Nectar,12,21.5,/mint-leaves-tea-tree-shampoo-P389192
1317,,Mint Leaves Scalp Oil,Earth's Nectar,4,18.5,/mint-leaves-scalp-oil-P389140
1318,,Green Olive & Lavender Scalp Oil,Earth's Nectar,4,18.5,/green-olive-lavender-scalp-oil-P389142
1319,,Jojoba & Tea Tree Scalp Oil,Earth's Nectar,4,18.5,/jojoba-tea-tree-scalp-oil-P389141
1320,,Monoï Hair Milk,Earth's Nectar,8,21.5,/monoi-hair-milk-P389139
1321,,Hair Gloss,Earth's Nectar,8,18.5,/hair-gloss-P389144
1322,,Honey Curls,Earth's Nectar,12,23.5,/honey-curls-P389194
1323,,Coconut Curls,Earth's Nectar,12,23.5,/coconut-curls-P389191
1324,1.7 oz Eau de Parfum Spray,Nirvana Black,Elizabeth and James,1.7,75,/nirvana-black-P383914
1325,1.7 oz Eau de Parfum Spray,Nirvana White,Elizabeth and James,1.7,75,/nirvana-white-P383912
1326,0.34 oz Eau de Parfum Rollerball,Nirvana Black Rollerball,Elizabeth and James,0.34,22,/nirvana-black-rollerball-P384462
1327,0.34 oz Eau de Parfum Rollerball,Nirvana White Rollerball,Elizabeth and James,0.34,22,/nirvana-white-rollerball-P384464
1328,Perfume Oil,Nirvana Black Perfume Oil,Elizabeth and James,0.14,35,/nirvana-black-perfume-oil-P388503
1329,Perfume Oil,Nirvana White Perfume Oil,Elizabeth and James,0.14,35,/nirvana-white-perfume-oil-P388505
1330,1 oz Eau de Toilette Spray,Cherry In The Air,Escada,1,45,/cherry-in-the-air-P377779
1331,1.6 oz Eau de Parfum Spray,Especially Escada,Escada,1.6,65,/especially-escada-P296216
1332,1 oz Eau de Toilette Spray,Born In Paradise,Escada,1,45,/born-in-paradise-P385303
1333,1.6 oz Eau de Toilette Spray,Taj Sunset,Escada,1.6,59,/taj-sunset-P385179
1334,0.25 oz Eau de Toilette Spray,Especially Escada Delicate notes,Escada,0.25,25,/especially-escada-delicate-notes-P379037
1335,0.25 oz Eau de Parfum Rollerball,Joyful Rollerball ,Escada,0.25,25,/joyful-rolleball-P388212
1336,Desert Biege 2N1,Double Wear Stay-in-Place Makeup,Estee Lauder,1,37,/double-wear-stay-in-place-makeup-P378284
1337,1.7 oz,Advanced Night Repair Synchronized Recovery Complex II,Estee Lauder,1.7,92,/advanced-night-repair-synchronized-recovery-complex-ii-P379994
1338,1.7 oz,Perfectionist CP+R Wrinkle Lifting/Firming Serum,Estee Lauder,1.7,95,/perfectionist-cp-r-wrinkle-lifting-firming-serum-P379995
1339,3N1,Perfectionist Youth-Infusing Makeup Broad Spectrum SPF 25,Estee Lauder,1,45,/perfectionist-youth-infusing-makeup-broad-spectrum-spf-25-P388014
1340,Black,Sumptuous Bold Volume™ Lifting Mascara,Estee Lauder,0.21,24,/sumptuous-bold-volume-lifting-mascara-P389104
1341,,Advanced Night Repair Eye Serum Synchronized Complex II,Estee Lauder,0.5,65,/advanced-night-repair-eye-serum-synchronized-complex-ii-P380022
1342,Intensity 3.0,Double Wear Light Stay-in-Place Makeup,Estee Lauder,1,37,/double-wear-light-stay-in-place-makeup-spf-10-P378286
1343,,Clear Difference Advanced Blemish Serum,Estee Lauder,1.7,82,/clear-difference-advanced-blemish-serum-P386614
1344,,Advanced Night Repair Eye Synchronized Complex II,Estee Lauder,0.5,58,/advanced-night-repair-eye-synchronized-complex-ii-P380023
1345,Atom + Eve,Lusters,Formula X,0.4,12.5,/lusters-P382104
1346,,DayWear Advanced Multi-Protection Anti-Oxidant Creme Broad Spectrum SPF 1,Estee Lauder,1.7,50,/daywear-advanced-multi-protection-anti-oxidant-creme-broad-spectrum-spf-15-normal-combination-P380000
1347,,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Estee Lauder,1.7,74,/advanced-time-zone-night-age-reversing-line-wrinkle-creme-P380007
1348,,Resilience Lift Firming/Sculpting Face and Neck Creme Broad Spectrum SPF 1,Estee Lauder,2.5,98,/resilience-lift-firming-sculpting-face-neck-creme-broad-spectrum-spf-15-normal-combination-P380012
1349,01 Black,Double Wear Zero-Smudge Lengthening Mascara,Estee Lauder,0.22,25,/double-wear-zero-smudge-lengthening-mascara-P384114
1350,02 Medium,Bronze Goddess Powder Bronzer,Estee Lauder,0.74,36,/bronze-goddess-powder-bronzer-P384112
1351,Light Medium,Double Wear Stay-In-Place Flawless Wear Concealer,Estee Lauder,0.24,24,/double-wear-stay-in-place-flawless-wear-concealer-P379951
1352,1 oz,Revitalizing Supreme Global Anti-Aging Crème,Estee Lauder,1,50,/revitalizing-supreme-global-anti-aging-creme-P384342
1353,,Micro Essence Skin Activating Treatment Lotion,Estee Lauder,6.7,95,/micro-essence-skin-activating-treatment-lotion-P387619
1354,1.7 oz,Idealist Even Skintone Illuminator,Estee Lauder,1.7,92,/idealist-even-skintone-illuminator-P379997
1355,,Nutritious Vita-Mineral Moisture Creme,Estee Lauder,1.7,60,/nutritious-vita-mineral-moisture-creme-P380020
1356,,Perfectly Clean Multi-Action Foam Cleanser/Purifying Mask ,Estee Lauder,5,25,/perfectly-clean-multi-action-foam-cleanser-purifying-mask-P380027
1357,Bois de Rose,Pure Color Long Lasting Lipstick,Estee Lauder,0.13,26,/pure-color-long-lasting-lipstick-P379953
1358,2.5 oz Eau de Parfum Spray,Beautiful ,Estee Lauder,2.5,74,/beautiful-P379990
1359,3.4 oz Eau de Parfum Spray,Modern Muse Eau de Parfum,Estee Lauder,3.4,100,/modern-muse-eau-de-parfum-P383535
1360,1.7 oz,Idealist Pore Minimizing Skin Refinisher,Estee Lauder,1.7,82,/idealist-pore-minimizing-skin-refinisher-P379998
1361,Vengeful Red,Pure Color Envy Sculpting Lipstick,Estee Lauder,0.12,30,/pure-color-envy-sculpting-lipstick-P386631
1362,,Nutritious Radiant Vitality Energy Lotion,Estee Lauder,6.7,55,/nutritious-radiant-vitality-energy-lotion-P380017
1363,3.4 oz Eau de Parfum Spray,Pleasures,Estee Lauder,3.4,82,/pleasures-P379992
1364,,Enlighten Dark Spot Correcting Night Serum,Estee Lauder,1.7,92,/enlighten-dark-spot-correcting-night-serum-P389528
1365,Fresco 2C3,Double Wear Stay-in-Place Powder Makeup,Estee Lauder,0.45,38,/double-wear-stay-in-place-powder-makeup-P378287
1366,,Resilience Lift Night Firming/Sculpting Creme,Estee Lauder,1.7,86,/resilience-lift-night-firming-sculpting-creme-P380010
1367,Pink Kiss,Pure Color Blush,Estee Lauder,0.24,32,/pure-color-blush-P379952
1368,Black Plum,Double Wear Stay-In-Place Eye Pencil,Estee Lauder,0.04,22,/double-wear-stay-in-place-eye-pencil-P379942
1369,,Advanced Time Zone Age Reversing Line/Wrinkle Eye Creme,Estee Lauder,0.5,58,/advanced-time-zone-age-reversing-line-wrinkle-eye-creme-P380025
1370,01 Light-Medium,Idealist Cooling Eye Illuminator,Estee Lauder,0.5,64,/idealist-cooling-eye-illuminator-P380024
1371,,Take It Away Makeup Remover Lotion,Estee Lauder,6.7,28,/take-it-away-total-makeup-remover-P380033
1372,,Nutritious Radiant Vitality 2-in-1 Foam Cleanser,Estee Lauder,4.2,30,/nutritious-radiant-vitality-2-in-1-foam-cleanser-P380019
1373,Extra Light (Neutral),Double Wear Stay-in-Place High Cover Concealer Broad Spectrum SPF 35 ,Estee Lauder,0.1,24,/double-wear-stay-in-place-high-cover-concealer-broad-spectrum-spf-35-P383341
1374,Intensity 3.5,Double Wear All-Day Glow BB Moisture Makeup Broad Spectrum SPF 30,Estee Lauder,1,38,/double-wear-all-day-glow-bb-moisture-makeup-broad-spectrum-spf-30-P386907
1375,Poppy Love,Pure Color Vivid Shine Lipstick,Estee Lauder,0.13,26,/pure-color-vivid-shine-lipstick-P379955
1376,02 Medium,DayWear BB Anti-Oxidant Beauty Benefit Creme SPF 35,Estee Lauder,1,39,/daywear-bb-anti-oxidant-beauty-benefit-creme-spf-35-P378285
1377,,Resilience Lift Firming/Sculpting Face and Neck Creme Broad Spectrum SPF 1,Estee Lauder,1.7,80,/resilience-lift-firming-sculpting-face-neck-creme-broad-spectrum-spf-15-dry-skin-P380009
1378,Beach Metals,Pure Color Instant Intense EyeShadow Trio,Estee Lauder,0.07,36,/pure-color-instant-intense-eyeshadow-trio-P383342
1379,Light,Enlighten EE Even Effect Skintone Corrector Broad Spectrum SPF 30 ,Estee Lauder,1,40,/enlighten-ee-even-effect-skintone-corrector-broad-spectrum-spf-30-P389529
1380,,DayWear Advanced Multi-Protection Anti-Oxidant Creme Broad Spectrum SPF 1,Estee Lauder,1.7,50,/daywear-advanced-multi-protection-anti-oxidant-creme-broad-spectrum-spf-15-dry-P380001
1381,,Clear Difference Targeted Blemish Treatment,Estee Lauder,0.14,35,/clear-difference-targeted-blemish-treatment-P386613
1382,1.7 oz Eau de Parfum Spray,Modern Muse Chic,Estee Lauder,1.7,72,/modern-muse-chic-P389180
1383,Extreme Black ,Sumptuous Extreme Lash Multiplying Volume Mascara,Estee Lauder,0.27,26,/sumptuous-extreme-lash-multiplying-volume-mascara-P379945
1384,2.5 oz Eau de Parfum Spray,Private Collection Tuberose Gardenia ,Estee Lauder,2.5,150,/private-collection-tuberose-gardenia-P379993
1385,,Enlighten Even Skintone Correcting Crème,Estee Lauder,1.7,55,/enlighten-even-skintone-correcting-creme-P389530
1386,,Daywear Advanced Multi-Protection Anti-Oxidant Creme Oil-Free Broad Spectrum SPF 25,Estee Lauder,1.7,50,/daywear-advanced-multi-protection-anti-oxidant-creme-oil-free-broad-spectrum-spf-25-P380002
1387,Need For Speed,Chromes,Formula X,0.4,12.5,/chromes-P382108
1388,,Take it Away LongWear Makeup Remover Towelettes,Estee Lauder,45 Pack,20,/take-it-away-longwear-makeup-remover-towelettes-P380032
1389,,Lash Primer Plus Full Treatment Formula,Estee Lauder,0.17,24,/lash-primer-plus-full-treatment-formula-P379944
1390,,CyberWhite HD Advanced Spot Correcting Essence,Estee Lauder,1,115,/cyberwhite-hd-advanced-spot-correcting-essence-P380035
1391,3.3 oz,Cleanser,Eve Lom,3.3,80,/cleanser-P381436
1392,,Moisture Mask ,Eve Lom,3.3,90,/moisture-mask-P381431
1393,4.1 oz,Morning Time Cleanser,Eve Lom,4.1,60,/morning-time-cleanser-P381442
1394,1.6 oz,Rescue Mask,Eve Lom,1.6,50,/rescue-mask-P381441
1395,,Intense Hydration Serum,Eve Lom,1,95,/intense-hydration-serum-P381433
1396,,Moisturiser + SPF 15,Eve Lom,1.6,68,/moisturiser-spf-15-P381432
1397,,Dynaspot,Eve Lom,0.3,34,/dynaspot-P381439
1398,,TLC Radiance Cream,Eve Lom,1.6,72,/tlc-radiance-cream-P381434
1399,,Mineral Water Spray Duo To Go,Evian,2 x 1.7,14,/mineral-water-spray-duo-to-go-P230538
1400,5 oz,Mineral Water Spray,Evian,5,12,/mineral-water-spray-P2043
1401,Charcoal,Me & My Shadow Waterproof Shadow Liner,Eyeko,0.04,19,/me-my-shadow-waterproof-shadow-liner-P387954
1402,Carbon Black,Alexa Chung Lash Enhancing Eye Do Mascara,Eyeko,0.29,26,/alexa-chung-eye-do-lash-enhancing-mascara-P387955
1403,Black,Black Magic Mascara,Eyeko,0.29,24,/black-magic-mascara-P381174
1404,Black,Alexa Chung Lash Enhancing Eye Do Eyeliner,Eyeko,0.03,19,/eye-do-liquid-eyeliner-P385266
1405,,Brow Gel,Eyeko,0.29,24,/brow-gel-P381173
1406,,Brow Liner,Eyeko,0.02,19,/brow-liner-P387953
1407,10 Wipes,Mascara Off Eye Makeup Remover Wipes,Eyeko,10 Wipes,9,/mascara-off-eye-makeup-remover-wipes-P387952
1408,Black,Sport Waterproof Mascara,Eyeko,0.29,24,/sport-waterproof-mascara-P388788
1409,6 oz,Ultra Repair Cream,First Aid Beauty,6,28,/ultra-repair-cream-P248407
1410,5 oz,Face Cleanser,First Aid Beauty,5,20,/face-cleanser-P248404
1411,,Eye Duty Triple Remedy,First Aid Beauty,0.34,36,/eye-duty-triple-remedy-P385329
1412,60 Pads,Facial Radiance Pads,First Aid Beauty,60 Pads,30,/facial-radiance-pads-P278317
1413,,5 in 1 Face Cream SPF 30,First Aid Beauty,1.7,38,/5-in-1-face-cream-spf-30-P263006
1414,,Skin Rescue Purifying Mask With Red Clay,First Aid Beauty,3,30,/skin-rescue-purifying-mask-with-red-clay-P384538
1415,,Skin Rescue Deep Cleanser With Red Clay,First Aid Beauty,4.7,24,/skin-rescue-deep-cleanser-with-red-clay-P384539
1416,,5 in 1 Eye Cream,First Aid Beauty,0.5,30,/5-in-1-eye-cream-P288522
1417,,Ultra Repair Instant Oatmeal Mask,First Aid Beauty,2,22,/ultra-repair-instant-oatmeal-mask-P374503
1418,,Facial Radiance Overnight Mask,First Aid Beauty,1.7,38,/facial-radiance-overnight-mask-P386714
1419,,Skin Rescue Blemish Patrol Pads,First Aid Beauty,60 pads,30,/skin-rescue-blemish-patrol-pads-P384540
1420,,Facial Radiance Polish,First Aid Beauty,3.5,24,/facial-radiance-polish-P378869
1421,,Daily Face Cream,First Aid Beauty,2,20,/daily-face-cream-P257524
1422,,Anti-Redness Serum,First Aid Beauty,1.7,36,/anti-redness-serum-P248409
1423,,Ultra Repair Lotion,First Aid Beauty,8,28,/ultra-repair-lotion-P386611
1424,,Detox Eye Roller,First Aid Beauty,0.34,24,/detox-eye-roller-P248406
1425,,Ultra Repair Lip Therapy,First Aid Beauty,0.5,12,/ultra-repair-lip-therapy-P293008
1426,,Gentle Cleansing Wipes,First Aid Beauty,30 Wipes,15,/gentle-cleansing-wipes-P378342
1427,,Dual Repair Face Cream,First Aid Beauty,1.7,44,/dual-repair-face-cream-P377268
1428,,Ultra Repair Liquid Recovery,First Aid Beauty,1.25 oz ,38,/ultra-repair-liquid-recovery-P385330
1429,,Dual Repair Power Serum,First Aid Beauty,1,48,/dual-repair-power-serum-P377266
1430,,Ultra Repair Concentrate,First Aid Beauty,2,28,/ultra-repair-concentrate-P308002
1431,,Facial Radiance Serum,First Aid Beauty,1,44,/facial-radiance-serum-P379498
1432,,Dual Repair Eye Cream,First Aid Beauty,0.5,40,/dual-repair-eye-cream-P377267
1433,,Ultra Repair Wash,First Aid Beauty,16,25,/ultra-repair-wash-P386612
1434,,PRIME - Base Coat,Formula X,0.4,10.5,/prime-base-coat-P383029
1435,,DELETE - Nail Polish Remover,Formula X,5.4,10.5,/delete-nail-color-remover-P382982
1436,,HYDRATE - Nail Hydrator,Formula X,0.4,14,/hydrate-nail-hydrator-P382985
1437,,STRENGTHEN - Nail Strengthener,Formula X,0.4,14,/strengthen-nail-strengthener-P382984
1438,Wondrous,Translucents,Formula X,0.4,10.5,/translucents-P382102
1439,,SMOOTH - Nail Ridge Filler,Formula X,0.4,14,/smooth-nail-ridge-filler-P382983
1440,Chaotic,Xplosives Top Coats,Formula X,0.4,12.5,/xplosives-top-coats-P382100
1441,,ERASE - AHA Cuticle Cream ,Formula X,0.5,14,/erase-aha-cuticle-cream-P382978
1442,,DRY  Nail Drying Drops,Formula X,0.35,14,/dry-nail-drying-drops-P382980
1443,,SHINE - Top Coat,Formula X,0.4,10.5,/shine-top-coat-P383030
1444,Heroic,Shifters,Formula X,0.4,12.5,/shifters-P382107
1445,Law Of Attraction,Sparklers,Formula X,0.4,12.5,/sparklers-P382109
1446,Lightning,Superwatts,Formula X,0.4,12.5,/superwatts-P382110
1447,Freaky Like Freud,Brilliants,Formula X,0.4,12.5,/brilliants-P382106
1448,Pyrotechnic,New Classics,Formula X,0.4,10.5,/new-classics-P382111
1449,,Holiday Ornament,Formula X,0.40,14,/holiday-ornament-P383537
1450,Unmistakable,New Neutrals,Formula X,0.4,10.5,/new-neutrals-P382113
1451,,QUENCH - Cuticle Oil,Formula X,0.4,14,/quench-cuticle-oil-P382981
1452,,CLEANSE - Nail Cleanser,Formula X,0.4,10.5,/cleanse-nail-cleanser-P383031
1453,Out Of Sight,Transformers Top Coats,Formula X,0.4,12.5,/transformers-top-coats-P382101
1454,Sparklebomb,Celestials,Formula X,0.4,12.5,/celestials-P382105
1455,,DRY - Nail Drying Spray,Formula X,2.0,14,/dry-nail-drying-spray-P382979
1456,Kapow!,Electrics,Formula X,0.4,10.5,/electrics-P382103
1457,,Paint The Town ,Formula X,22 x 0.13,55,/paint-town-P389133
1458,,Press Pods,Formula X,24 x 0.03,39,/press-pods-P385902
1459,Black Hole,The Celestials ,Formula X,0.4,12.5,/the-celestials-P388002
1460,Juju,The Holograms ,Formula X,0.4,12.5,/the-holograms-P388008
1461,Revolution,The Lusters ,Formula X,0.4,12.5,/the-lusters-P388003
1462,Clever,The Ombré Glitters,Formula X,0.4,12.5,/the-ombre-glitters-P389132
1463,Alchemy,Alchemy,Formula X,0.4,12.5,/alchemy-P389131
1464,,Paint Party - 24 Press Pods,Formula X,24 x 0.03,39,/paint-party-24-press-pods-P389135
1465,,The X Look,Formula X,4 x 0.13,25,/the-x-look-P389136
1466,Equinox,Liquid Crystals,Formula X,0.40,12.5,/liquid-crystals-P384574
1467,Extraordinary,New Neutrals,Formula X,0.4,10.5,/the-cut-fall-2014-P387915
1468,Eureka,The Cut - Summer 2014,Formula X,0.4,10.5,/the-cut-summer-2014-P386748
1469,Mesmerize,Mesmerize,Formula X,0.4,12.5,/mesmerize-P387655
1470,Bionic/At Your Own Risk,The Two - Summer,Formula X,.4 oz x 2,11,/the-two-summer-P387294
1471,,Press Pods Gift Tags,Formula X,7 x 0.03,15,/press-pods-gift-tags-P389134
1472,Mind Over Matter,Mind Over Matter,Formula X,0.4,12.5,/mind-over-matter-P389009
1473,Seismic,Electrics,Formula X,0.4,10.5,/electrics-P388004
1474,Nova/Loose Cannon/Aurora,The Three,Formula X,0.4 oz x 3,18,/the-three-P388403
1475,Oh! Zone/Boiling Point,The Two - Fall,Formula X,2 x 0.4 oz ,12,/the-two-fall-P390232
1476,,Press Pods Seven Piece Set,Formula X,7 x .03,15,/press-pods-seven-piece-set-P387917
1477,,Quench To-Go,Formula X,0.08,14,/quench-to-go-P386306
1478,Neon Top Coat,Neon Top Coat,Formula X,0.40,10.5,/neon-top-coat-P385229
1479,,Neon Base Coat,Formula X,0.40,10.5,/neon-base-coat-P386223
1480,1 oz Eau de Parfum ,Fresh Life™,Fresh,1,48,/fresh-life-P384792
1481,,Black Tea Instant Perfecting Mask,Fresh,3.3,88,/black-tea-instant-perfecting-mask-P217513
1482,5.1 oz,Soy Face Cleanser,Fresh,5.1,38,/soy-face-cleanser-P7880
1483,Sugar Berry Tinted ,Sugar Lip Treatment SPF 15,Fresh,0.15,22.5,/sugar-lip-treatment-spf-15-P57002
1484,,Rose Face Mask,Fresh,3.4,58,/rose-face-mask-P12336
1485,1.7 oz,Lotus Youth Preserve Face Cream With Super 7 Complex ,Fresh,1.7,42,/lotus-youth-preserve-face-cream-with-super-7-complex-P377123
1486,3.5 oz,Crème Ancienne®,Fresh,3.5,280,/creme-ancienne-P42592
1487,,Rose Floral Toner,Fresh,8.5,38,/rose-marigold-floral-water-P39970
1488,Translucent,Sugar Advanced Therapy Lip Treatment,Fresh,0.15,25,/sugar-advanced-therapy-lip-treatment-P302103
1489,,Sugar Face Polish,Fresh,4.2,58,/sugar-face-polish-P12295
1490,,Rose Hydrating Eye Gel Cream,Fresh,0.5,40,/rose-hydrating-eye-gel-cream-P386741
1491,1.6 oz,Black Tea Age Delay Cream,Fresh,1.6,95,/black-tea-age-delay-cream-P217512
1492,1.7 oz,Elixir Ancien,Fresh,1.7,260,/elixir-ancien-P159005
1493,14.1 oz,Brown Sugar Body Polish,Fresh,14.1,65,/brown-sugar-body-polish-P7844
1494,,Crème Ancienne Eye Cream,Fresh,0.5,110,/creme-ancienne-eye-cream-P268416
1495,,Rose Hydrating Gel Cream,Fresh,1.7,42,/rose-hydrating-gel-cream-P378335
1496,,Black Tea Age-Delay Eye Concentrate,Fresh,0.5,85,/black-tea-age-delay-eye-concentrate-P384778
1497,1.7 oz,Seaberry Moisturizing Face Oil,Fresh,1.7,50,/seaberry-moisturizing-face-oil-P374948
1498,,Lotus Eye Gel,Fresh,.5,48,/lotus-eye-gel-P54100
1499,1 oz,Crème Ancienne® Soft Cream,Fresh,1,140,/creme-ancienne-soft-cream-P387948
1500,,Sugar Lip Polish,Fresh,0.6,22.5,/sugar-lip-polish-P274001
1501,Rosѐ,Sugar Shine Lip Treatment,Fresh,0.2,18.5,/sugar-shine-lip-treatment-P379109
1502,,Sugar Lip Serum Advanced Therapy,Fresh,0.3,35,/sugar-lip-serum-advanced-therapy-P387647
1503,,Black Tea Age-Delay Instant Infusion Treatment Toner,Fresh,4,48,/black-tea-age-delay-instant-infusion-treatment-toner-P384777
1504,,Soy Face Exfoliant,Fresh,3.4,42,/soy-face-exfoliant-P259215
1505,,Black Tea Age-Delay Face Serum,Fresh,1,85,/black-tea-age-delay-face-serum-P278514
1506,,Sugar Deodorant Antiperspirant,Fresh,2.3,18,/sugar-deodorant-antiperspirant-P34105
