pairId:INTEGER,tableA.id:INTEGER,tableA.title,tableA.price:FLOAT,tableA.brand:TEXT,tableA.weight,tableA.size,tableB.id:INTEGER,tableB.title,tableB.price:FLOAT,tableB.description,tableB.variation_size,tableB.size
2034568,489,kellogg's nutri-grain mixed berry cereal bars  8 ct,2.78,Nutri-Grain,NA,NA,2048,kellogg's nutri-grain bars  strawberry  16 count,4.78,kellogg's nutri-grain bars,NA,NA
2035053,489,kellogg's nutri-grain mixed berry cereal bars  8 ct,2.78,Nutri-Grain,NA,NA,2533,kellogg's  nutri-grain raspberry cereal bars  8 ct  10.4 oz,11.49,kellogg's  nutri-grain,10.4,NA
2035123,489,kellogg's nutri-grain mixed berry cereal bars  8 ct,2.78,Nutri-Grain,NA,NA,2603,kellogg's nutri-grain cereal bars mixed berry 8-1.3 oz bars pack of 3,16.63,kellogg's nutri-grain cereal,1.3,3.0
2035143,489,kellogg's nutri-grain mixed berry cereal bars  8 ct,2.78,Nutri-Grain,NA,NA,2623,kellogg's special k cereal bars  strawberry  6 ct,10.86,kellogg's special k,NA,NA
2035238,489,kellogg's nutri-grain mixed berry cereal bars  8 ct,2.78,Nutri-Grain,NA,NA,2718,kellogg's nutri-grain cereal bars  36 count,16.59,kellogg's nutri-grain cereal,NA,NA
2035301,489,kellogg's nutri-grain mixed berry cereal bars  8 ct,2.78,Nutri-Grain,NA,NA,2781,kashi tlc cereal bars  strawberry  6 ct,4.57,kashi tlc cereal,NA,NA
2035345,489,kellogg's nutri-grain mixed berry cereal bars  8 ct,2.78,Nutri-Grain,NA,NA,2825,kellogg's  nutri-grain blueberry cereal bars  8 ct  10.4 oz,8.98,kellogg's  nutri-grain,10.4,NA
2036200,489,kellogg's nutri-grain mixed berry cereal bars  8 ct,2.78,Nutri-Grain,NA,NA,3680,kellogg's nutri grain cereal bars apple cinnamon 8 ct,5.99,kellogg's nutri grain,NA,NA
2036662,489,kellogg's nutri-grain mixed berry cereal bars  8 ct,2.78,Nutri-Grain,NA,NA,4142,nutri-grain cereal bars  mixed berry  8-count bars (pack of 6),32.89,nutri-grain cereal bars,NA,6.0
2092278,503,bob's red mill gluten free mighty tasty hot cereal  24 oz  (pack of 4),15.52,Bob's Red Mill,24,4.0,1448,bob's red mill honey oat  gluten free 12 oz (pack of 4),25.42,bob's red mill,12,4.0
2094486,503,bob's red mill gluten free mighty tasty hot cereal  24 oz  (pack of 4),15.52,Bob's Red Mill,24,4.0,3656,bob's red mill apple blueberry  gluten free 12 oz (pack of 4),25.81,bob's red mill,12,4.0
2116083,509,uncle wally's blueberry muffins  12 oz,-1.0,Uncle Wally's,12,NA,263,clif bar blueberry crisp  12 count,21.95,clif bar blueberry,NA,NA
2119844,509,uncle wally's blueberry muffins  12 oz,-1.0,Uncle Wally's,12,NA,4024,little debbie fig bars  12 oz,3.99,little debbie fig,12,NA
2182485,525,kind healthy grains fruit & nut clusters  11 oz  (pack of 6),28.68,Kind,11,6.0,25,kind healthy grains granola bars oats & honey with toasted coconut  5/1.2 oz (pack of 8),34.99,kind healthy grains,1.2,8.0
2182619,525,kind healthy grains fruit & nut clusters  11 oz  (pack of 6),28.68,Kind,11,6.0,159,kind fruit & nut  variety pack of 9 assortedflavors (pack of 12) plus bonus snack-fresh clip.,29.99,kind fruit &,NA,9.0
2183168,525,kind healthy grains fruit & nut clusters  11 oz  (pack of 6),28.68,Kind,11,6.0,708,kind fruit & nut bars  almond & coconut  4 count (pack of 2),13.5,kind fruit &,NA,2.0
2183343,525,kind healthy grains fruit & nut clusters  11 oz  (pack of 6),28.68,Kind,11,6.0,883,larabar fruit & nut food bar  peanut butter chocolate chip (pack of 16),41.85,larabar fruit &,NA,16.0
2183696,525,kind healthy grains fruit & nut clusters  11 oz  (pack of 6),28.68,Kind,11,6.0,1236,gerber graduates apple cinnamon fruit & cereal bars  8-count bars (pack of 6),27.95,gerber graduates apple,NA,6.0
2183758,525,kind healthy grains fruit & nut clusters  11 oz  (pack of 6),28.68,Kind,11,6.0,1298,nature valley trail fruit & nut chewy bar  1.20-ounces (pack of 16),8.92,nature valley trail,NA,16.0
2184135,525,kind healthy grains fruit & nut clusters  11 oz  (pack of 6),28.68,Kind,11,6.0,1675,pampa fruit & grain bars strawberry  6 oz (pack of 14),43.2,pampa fruit &,6,14.0
2184330,525,kind healthy grains fruit & nut clusters  11 oz  (pack of 6),28.68,Kind,11,6.0,1870,kind fruit & nut bars cranberry almond + antioxidants 4 pack (pack of 24),164.62,kind fruit &,NA,24.0
2185446,525,kind healthy grains fruit & nut clusters  11 oz  (pack of 6),28.68,Kind,11,6.0,2986,kind fruit + nut bar  fruit & nut delight  1.4-ounce bars (pack of 8),24.11,kind fruit +,NA,8.0
2185650,525,kind healthy grains fruit & nut clusters  11 oz  (pack of 6),28.68,Kind,11,6.0,3190,bear valley pemmican bars  fruit & nut  3.75-ounce bars (pack of 12),24.25,bear valley pemmican,NA,12.0
2185766,525,kind healthy grains fruit & nut clusters  11 oz  (pack of 6),28.68,Kind,11,6.0,3306,kind fruit & nut bars healthy grains bars  chocolate chunk 5 x 1.2 oz (pack of 4),22.79,kind fruit &,1.2,4.0
2185830,525,kind healthy grains fruit & nut clusters  11 oz  (pack of 6),28.68,Kind,11,6.0,3370,kind healthy grains clusters  oats and honey with toasted coconut  11-ounce bags (pack of 2),14.85,kind healthy grains,NA,2.0
2185861,525,kind healthy grains fruit & nut clusters  11 oz  (pack of 6),28.68,Kind,11,6.0,3401,powerbar nut naturals  fruit & nut  45-grams (pack of 15),41.59,powerbar nut naturals,NA,15.0
2186000,525,kind healthy grains fruit & nut clusters  11 oz  (pack of 6),28.68,Kind,11,6.0,3540,larabar fruit & nut food bar  apple pie  gluten free1.6 oz bars (pack of 32),45.49,larabar fruit &,1.6,32.0
2186031,525,kind healthy grains fruit & nut clusters  11 oz  (pack of 6),28.68,Kind,11,6.0,3571,kind healthy grains clusters  peanut butter whole grain  11-ounce bags (pack of 3),14.97,kind healthy grains,NA,3.0
2228484,536,barbara's bakery high fiber cranberry cereal  13 oz  (pack of 6),24.99,Barbara's,13,6.0,209,barbara's bakery shredded minis blueberry burst 13 oz (pack of 2),-1.0,barbara's bakery shredded,13,2.0
2228720,536,barbara's bakery high fiber cranberry cereal  13 oz  (pack of 6),24.99,Barbara's,13,6.0,445,barbara's bakery high fiber cereal  original 12 oz,8.74,barbara's bakery high,12,NA
2229917,536,barbara's bakery high fiber cranberry cereal  13 oz  (pack of 6),24.99,Barbara's,13,6.0,1642,bakery on main cinnamon raisin fiber granola 12 oz (pack of 6),47.3,bakery on main,12,6.0
2231652,536,barbara's bakery high fiber cranberry cereal  13 oz  (pack of 6),24.99,Barbara's,13,6.0,3377,quaker cereal bars  apple crisp 1.30 oz bars 8-count bars (pack of 6),20.02,quaker cereal bars,1.30,6.0
2276151,547,quaker oatmeal squares brown sugar cereal  21 oz,-1.0,Quaker,21,NA,2061,quaker oatmeal squares 21 oz (pack of 14),124.57,quaker oatmeal squares,21,14.0
2277068,547,quaker oatmeal squares brown sugar cereal  21 oz,-1.0,Quaker,21,NA,2978,quaker brown sugar oatmeal squares  2 pk,11.49,quaker brown sugar,NA,NA
2277285,547,quaker oatmeal squares brown sugar cereal  21 oz,-1.0,Quaker,21,NA,3195,quaker breakfast cookies  oatmeal raisin  10.1 oz,4.99,quaker breakfast cookies,10.1,NA
2320814,558,quinoa quinoa 12oz pack of 12,86.35,Quinoa,12,12.0,909,2.50oz sc&onion pringles pack of 12,18.27,2.50oz sc&onion pringles,2.50,12.0
2321399,558,quinoa quinoa 12oz pack of 12,86.35,Quinoa,12,12.0,1494,2.50oz bbq pringles pack of 12,18.27,2.50oz bbq pringles,2.50,12.0
2324095,559,sweet home farm honey nut granola with almonds  24 oz (pack of 8),58.63,Sweet Home Farm,24,8.0,25,kind healthy grains granola bars oats & honey with toasted coconut  5/1.2 oz (pack of 8),34.99,kind healthy grains,1.2,8.0
2324217,559,sweet home farm honey nut granola with almonds  24 oz (pack of 8),58.63,Sweet Home Farm,24,8.0,147,nature valley sweet & salty nut granola bars  peanut 7.4 oz (pack of 3),15.0,nature valley sweet,7.4,3.0
2324582,559,sweet home farm honey nut granola with almonds  24 oz (pack of 8),58.63,Sweet Home Farm,24,8.0,512,nature valley sweet & salty nut cashew granola bars 7.4 oz (pack of 12),-1.0,nature valley sweet,7.4,12.0
2325986,559,sweet home farm honey nut granola with almonds  24 oz (pack of 8),58.63,Sweet Home Farm,24,8.0,1916,sunbelt oat & honey chewy granola bars  8 oz (pack of 3),11.0,sunbelt oat &,8,3.0
2327714,559,sweet home farm honey nut granola with almonds  24 oz (pack of 8),58.63,Sweet Home Farm,24,8.0,3644,nature valley sweet & salty nut granola bars  almond  7.4 oz  (pack of 3),21.0,nature valley sweet,7.4,3.0
2369961,570,alpen all natural no sugar added muesli  14 oz  (pack of 12),59.21,Alpen,14,12.0,76,mrs. may's natural bar  cranberry  trio 1.2 oz (pack of 12),16.95,mrs. may's natural,1.2,12.0
2370521,570,alpen all natural no sugar added muesli  14 oz  (pack of 12),59.21,Alpen,14,12.0,636,bobo's oat bar all natural original oat bar 3 oz (pack of 12),35.96,bobo's oat bar,3,12.0
2371485,570,alpen all natural no sugar added muesli  14 oz  (pack of 12),59.21,Alpen,14,12.0,1600,bobo's oat bars all natural  cinnamon raisin  3-ounce packages (pack of 12),31.0,bobo's oat bars,NA,12.0
2371853,570,alpen all natural no sugar added muesli  14 oz  (pack of 12),59.21,Alpen,14,12.0,1968,bobo's oat bars all natural  banana  3-ounce packages (pack of 12),37.55,bobo's oat bars,NA,12.0
2371962,570,alpen all natural no sugar added muesli  14 oz  (pack of 12),59.21,Alpen,14,12.0,2077,quaker 25% less sugar chocolate chip granola bars  6.7 oz (pack of 12),72.41,quaker 25% less,6.7,12.0
2372761,570,alpen all natural no sugar added muesli  14 oz  (pack of 12),59.21,Alpen,14,12.0,2876,bobo's oat bars all natural  cranberry  3-ounce packages (pack of 12),37.6,bobo's oat bars,NA,12.0
2373645,570,alpen all natural no sugar added muesli  14 oz  (pack of 12),59.21,Alpen,14,12.0,3760,bobo's oat bars all natural  chocolate  3-ounce packages (pack of 12),32.27,bobo's oat bars,NA,12.0
2373704,570,alpen all natural no sugar added muesli  14 oz  (pack of 12),59.21,Alpen,14,12.0,3819,bobo's oat bars all natural  strawberry  3-ounce packages (pack of 12),40.55,bobo's oat bars,NA,12.0
2373827,570,alpen all natural no sugar added muesli  14 oz  (pack of 12),59.21,Alpen,14,12.0,3942,all natural zing bars almond blueberry  1.76 ounce bar (pack of 12),25.64,all natural zing,1.76,12.0
2417499,581,multi grain cheerios peanut butter cereal  11.3 oz,2.98,Cheerios,11.3,NA,1799,cheerios cereal multi grain,6.99,cheerios cereal multi,NA,NA
2417763,581,multi grain cheerios peanut butter cereal  11.3 oz,2.98,Cheerios,11.3,NA,2063,thinkthin  peanut butter diet bar  2.1 oz,27.45,thinkthin  peanut,2.1,NA
2419205,581,multi grain cheerios peanut butter cereal  11.3 oz,2.98,Cheerios,11.3,NA,3505,bimbo  multi grain chocolate chip cereal bar  9 oz,16.99,bimbo  multi,9,NA
2419431,581,multi grain cheerios peanut butter cereal  11.3 oz,2.98,Cheerios,11.3,NA,3731,kind peanut butter whole grain clusters  11 oz,7.99,kind peanut butter,11,NA
2419616,581,multi grain cheerios peanut butter cereal  11.3 oz,2.98,Cheerios,11.3,NA,3916,bimbo  multi grain apple cinnamon cereal bar  9 oz,10.0,bimbo  multi,9,NA
2457209,590,little debbie chocolate chip muffins  11.39 oz,-1.0,Little Debbie Snacks,11.39,NA,4024,little debbie fig bars  12 oz,3.99,little debbie fig,12,NA
2510671,603,great value: honey crunch cereal  15.3 oz,2.42,Great Value,15.3,NA,3341,chex cereal  honey nut  13.8 oz,12.79,chex cereal ,13.8,NA
2532179,608,little debbie little brownies  5 count,-1.0,Little Debbie Snacks,NA,NA,4024,little debbie fig bars  12 oz,3.99,little debbie fig,12,NA
2553976,614,skinner's raisin bran cereal  13 oz (pack of 12),51.04,Skinner,13,12.0,831,eas nutrition bar  chocolate peanut butter 1.76 oz (pack of 12),-1.0,eas nutrition bar,1.76,12.0
2553993,614,skinner's raisin bran cereal  13 oz (pack of 12),51.04,Skinner,13,12.0,848,skout  organic apple - cinnamon trailbar 1.8 oz (pack of 12),27.33,skout  organic,1.8,12.0
2554405,614,skinner's raisin bran cereal  13 oz (pack of 12),51.04,Skinner,13,12.0,1260,soyjoy  bar strawberry  1.05 oz (pack of 12),24.6,soyjoy  bar,1.05,12.0
2554682,614,skinner's raisin bran cereal  13 oz (pack of 12),51.04,Skinner,13,12.0,1537,nutri-grain cereal bars  strawberry  10.4 oz  (pack of 3),19.99,nutri-grain cereal bars,10.4,3.0
2556303,614,skinner's raisin bran cereal  13 oz (pack of 12),51.04,Skinner,13,12.0,3158,kellogg's fruit loops cereal 8.7 oz (pack of 12),80.67,kellogg's fruit loops,8.7,12.0
2556625,614,skinner's raisin bran cereal  13 oz (pack of 12),51.04,Skinner,13,12.0,3480,reese's puffs cereal bar treats  5.1 ounce (pack of 12),-1.0,reese's puffs cereal,5.1,12.0
2569664,617,lakeview farms: strawberry cheesecake  12 oz,-1.0,Lakeview Farms,12,NA,4024,little debbie fig bars  12 oz,3.99,little debbie fig,12,NA
2600408,625,bob's red mill thick rolled oats  16 oz (pack of 4),9.97,Bob's Red Mill,16,4.0,1448,bob's red mill honey oat  gluten free 12 oz (pack of 4),25.42,bob's red mill,12,4.0
2602616,625,bob's red mill thick rolled oats  16 oz (pack of 4),9.97,Bob's Red Mill,16,4.0,3656,bob's red mill apple blueberry  gluten free 12 oz (pack of 4),25.81,bob's red mill,12,4.0
2739600,658,quaker peaches & cream instant oatmeal  12.3 oz,2.5,Quaker,12.3,NA,3195,quaker breakfast cookies  oatmeal raisin  10.1 oz,4.99,quaker breakfast cookies,10.1,NA
2770170,666,the bakery at walmart pound cake  12 oz,-1.0,The Bakery At Wal-Mart,12,NA,445,barbara's bakery high fiber cereal  original 12 oz,8.74,barbara's bakery high,12,NA
2833906,681,kellogg's special k nourish maple brown sugar crunch hot cereal  1.83 oz  2 count,2.78,Kellogg's,1.83,NA,1706,kellogg's special k chocolatey pretzel cereal bars  0.77 oz  12 count,-1.0,kellogg's special k,0.77,NA
2924545,703,quaker instant cheddar cheese flavor grits  12ct  (pack of 12),43.06,Quaker,NA,12.0,715,quaker chewy granola bar  s'mores  6.72 count (pack of 12),46.4,quaker chewy granola,NA,12.0
2926218,703,quaker instant cheddar cheese flavor grits  12ct  (pack of 12),43.06,Quaker,NA,12.0,2388,quaker instant oatmeal original  12-count boxes (pack of 2),15.87,quaker instant oatmeal,NA,2.0
2927873,703,quaker instant cheddar cheese flavor grits  12ct  (pack of 12),43.06,Quaker,NA,12.0,4043,quaker baked mixed berry crisp bars  8-count bars (pack of 12),39.45,quaker baked mixed,NA,12.0
2948679,708,little debbie banana nut muffins  11.39 oz,-1.0,Little Debbie Snacks,11.39,NA,4024,little debbie fig bars  12 oz,3.99,little debbie fig,12,NA
2961762,712,great value honey buns  10.5 oz,-1.0,Great Value,10.5,NA,447,great value chewy fiber bars  5-1.4 oz (40g),14.0,great value chewy,1.4,NA
3063624,736,familia swiss muesli  32 oz (pack of 6),41.65,Familia,32,6.0,2349,fiber lemon bars 10.6 oz (pack of 6),74.98,fiber lemon bars,10.6,6.0
3063812,736,familia swiss muesli  32 oz (pack of 6),41.65,Familia,32,6.0,2537,breakfast familia muesli swiss choco-bits 13.22 oz,25.3,breakfast familia muesli,13.22,NA
3064039,736,familia swiss muesli  32 oz (pack of 6),41.65,Familia,32,6.0,2764,jimmybar how bout dem apples   1.6 oz (pack of 6),16.95,jimmybar how bout,1.6,6.0
3064312,736,familia swiss muesli  32 oz (pack of 6),41.65,Familia,32,6.0,3037,jimmybar super hip chocolate chip  1.6 oz (pack of 6),16.95,jimmybar super hip,1.6,6.0
3064378,736,familia swiss muesli  32 oz (pack of 6),41.65,Familia,32,6.0,3103,jimmybar peanut butter clutter  1.6 oz (pack of 6),16.95,jimmybar peanut butter,1.6,6.0
3065225,736,familia swiss muesli  32 oz (pack of 6),41.65,Familia,32,6.0,3950,walden farms  drssng cf russian  12 oz (pack of 6),30.96,walden farms ,12,6.0
3108765,747,hodgson mill apples & more muesli  16 oz (pack of 6),27.08,Hodgson Mill,16,6.0,1675,pampa fruit & grain bars strawberry  6 oz (pack of 14),43.2,pampa fruit &,6,14.0
3109378,747,hodgson mill apples & more muesli  16 oz (pack of 6),27.08,Hodgson Mill,16,6.0,2288,quaker warm & crunchy granola cranberry almond 13.5 oz (pack of 6),51.53,quaker warm &,13.5,6.0
3109854,747,hodgson mill apples & more muesli  16 oz (pack of 6),27.08,Hodgson Mill,16,6.0,2764,jimmybar how bout dem apples   1.6 oz (pack of 6),16.95,jimmybar how bout,1.6,6.0
3110127,747,hodgson mill apples & more muesli  16 oz (pack of 6),27.08,Hodgson Mill,16,6.0,3037,jimmybar super hip chocolate chip  1.6 oz (pack of 6),16.95,jimmybar super hip,1.6,6.0
3110193,747,hodgson mill apples & more muesli  16 oz (pack of 6),27.08,Hodgson Mill,16,6.0,3103,jimmybar peanut butter clutter  1.6 oz (pack of 6),16.95,jimmybar peanut butter,1.6,6.0
3111040,747,hodgson mill apples & more muesli  16 oz (pack of 6),27.08,Hodgson Mill,16,6.0,3950,walden farms  drssng cf russian  12 oz (pack of 6),30.96,walden farms ,12,6.0
3111140,747,hodgson mill apples & more muesli  16 oz (pack of 6),27.08,Hodgson Mill,16,6.0,4050,gerber baby cereal  oatmeal  16 ounce (pack of 6),21.36,gerber baby cereal,16,6.0
3140269,754,little debbie snacks vanilla zebra cake  3 oz,-1.0,Little Debbie Snacks,3,NA,4024,little debbie fig bars  12 oz,3.99,little debbie fig,12,NA
3153935,758,post honey bunches of oats greek mixed berry cereal  15.5 oz,3.28,Post,15.5,NA,1030,kellogg's special k oats & honey cereal 13.1 oz (pack of 14),90.15,kellogg's special k,13.1,14.0
3155508,758,post honey bunches of oats greek mixed berry cereal  15.5 oz,3.28,Post,15.5,NA,2603,kellogg's nutri-grain cereal bars mixed berry 8-1.3 oz bars pack of 3,16.63,kellogg's nutri-grain cereal,1.3,3.0
3157047,758,post honey bunches of oats greek mixed berry cereal  15.5 oz,3.28,Post,15.5,NA,4142,nutri-grain cereal bars  mixed berry  8-count bars (pack of 6),32.89,nutri-grain cereal bars,NA,6.0
3201108,769,glutenfreeda natural instant oatmeal  10.5 oz  (pack of 8),41.58,GLUTENFREEDAS,10.5,8.0,2388,quaker instant oatmeal original  12-count boxes (pack of 2),15.87,quaker instant oatmeal,NA,2.0
3212046,772,b&m raisin brown bread  16 oz  (pack of 12),37.28,B & M,16,12.0,831,eas nutrition bar  chocolate peanut butter 1.76 oz (pack of 12),-1.0,eas nutrition bar,1.76,12.0
3212063,772,b&m raisin brown bread  16 oz  (pack of 12),37.28,B & M,16,12.0,848,skout  organic apple - cinnamon trailbar 1.8 oz (pack of 12),27.33,skout  organic,1.8,12.0
3212475,772,b&m raisin brown bread  16 oz  (pack of 12),37.28,B & M,16,12.0,1260,soyjoy  bar strawberry  1.05 oz (pack of 12),24.6,soyjoy  bar,1.05,12.0
3213264,772,b&m raisin brown bread  16 oz  (pack of 12),37.28,B & M,16,12.0,2049,quaker banana nut bread soft baked bars   7.4 oz (pack of 12),46.49,quaker banana nut,7.4,12.0
3213508,772,b&m raisin brown bread  16 oz  (pack of 12),37.28,B & M,16,12.0,2293,quaker cinnamon pecan bread soft baked bars   7.4 oz (pack of 12),70.36,quaker cinnamon pecan,7.4,12.0
3238969,778,ener-g light tapioca loaf bread  8 oz  (pack of 6),21.76,Ener G,8,6.0,2764,jimmybar how bout dem apples   1.6 oz (pack of 6),16.95,jimmybar how bout,1.6,6.0
3239242,778,ener-g light tapioca loaf bread  8 oz  (pack of 6),21.76,Ener G,8,6.0,3037,jimmybar super hip chocolate chip  1.6 oz (pack of 6),16.95,jimmybar super hip,1.6,6.0
3239308,778,ener-g light tapioca loaf bread  8 oz  (pack of 6),21.76,Ener G,8,6.0,3103,jimmybar peanut butter clutter  1.6 oz (pack of 6),16.95,jimmybar peanut butter,1.6,6.0
3240155,778,ener-g light tapioca loaf bread  8 oz  (pack of 6),21.76,Ener G,8,6.0,3950,walden farms  drssng cf russian  12 oz (pack of 6),30.96,walden farms ,12,6.0
3246177,780,bakery on main granola 12oz pack of 6,50.22,Bakery on Main,12,6.0,1642,bakery on main cinnamon raisin fiber granola 12 oz (pack of 6),47.3,bakery on main,12,6.0
3248845,781,two moms in the raw granola 4ea pack of 6,70.62,Two Moms In The Raw,NA,6.0,145,two moms in the raw gojiberry bar (24x2oz ),95.28,two moms in,2,NA
