@info
{
    "table":{
        "name":"amazon",
        "description":"",
        "idAttrib":{
            "name":"title",
            "type":"TEXT"
        },
        "projectName":"breakfast",
        "attributes":[
            {
                "name":"title",
                "type":"TEXT"
            },
            {
                "name":"price",
                "type":"FLOAT"
            },
            {
                "name":"unitPrice",
                "type":"TEXT"
            },
            {
                "name":"size",
                "type":"TEXT"
            },
            {
                "name":"description",
                "type":"TEXT"
            }
        ]
    }
}

@data
title:TEXT,price:FLOAT,unitPrice:TEXT,size:TEXT,description:TEXT
"YummyHealth Snack Bar, Brownie, 1.41 Ounce (Pack of 12)",21.91,($1.29 /  oz),NaN,"The Brownie Bar is a chocolate dream. This Better-Than-Candy Bar is lower in sugar than the leading candy bars and is also high in fiber, with 100 mg of Omega 3s. Energizing nourishment from real foods like coconut, cocoa, flax seed and almond butter, but tastes so good the kids won't miss the junk. It's also gluten-free and has no high-fructose corn syrup, hydrogenated oils, trans fats, artificial flavors, preservatives or food dyes.  "
EMERALD NUTS MIXED & GRANOLA TRAIL MIX BREAKFAST ON THE GO BERRY BLEND 5 INDIVIDUAL PACKS PER BOX,12.5,($1.60 /  PKG),NaN,"EMERALD NUTS MIXED & GRANOLA TRAIL MIX BREAKFAST ON THE GO BERRY BLEND 5 INDIVIDUAL PACKS PER BOX  "
Macrolife Naturals Macro Granola Bar Chocolate Cinnamon 42 grams (Pack of 12),26.99,($0.29 /  oz),2.2 x 5.8 x 0.5 inches ; 1.3 pounds,"So tasty, you wont believe theyve got: 1 Bil Probiotics Fortified with MacroGreens or Miracle Reds RAW, VEGAN, GLUTEN & SOY FREE Unwrap a Fresh Berri Berri, Apple Lemon Ginger and Dark Chocolate cinnamon bar today.  "
"Kellogg's Special K Granola Bar, Dark Chocolate, 4.76 Ounce",5.45,($1.09 /  count),NaN,"Kellogg's Special K Granola Bar.  "
Kellogg's Rice Krispies Treats Original Crispy Marshmallow Squares: 108 Bars,49.95,($4.63 / 10 Items),NaN,"Kellogg's Rice Krispies Treats Original Crispy Marshmallow Squares: 108 Bars  "
"Kind Minis Variety Pack Snack Bars, 12 Bars per Box (Pack of 8)",108.75,($0.80 /  oz),NaN,"""KIND Bars are made with tasty ingredients you can see & pronounce, like nuts, fruits, honey and spices. Mysteries belong in novels, not in your food.

Need another reason to choose KIND? A recent study conducted by the Yale-Griffin Prevention Research Center found that two KIND bars a day can curb appetite and even help prevent weight gain.""  "
"Nature Valley, Granola Thins, Dark Chocolate, 6oz Box (Pack of 4)",15.0,($3.75 /  Item),NaN,"Nature Valley, Granola Thins, Dark Chocolate, 6oz Box (Pack of 4)  "
Nakd Berry Delight Bits (130g),7.19,NaN,NaN,"Nakd Berry Delight Bits (130g)  "
Bobo's Oat Bars Bobo's Bites Apple Pie (1 x 6.5 oz (5 pieces)),13.58,($1.20 /  bites),5.8 x 1.8 x 6 inches,"Handmade in Boulder, CO  "
"Kellogg's Nutri Grain Fruit and Oat Harvest Bar, Country Strawberry and Blueberry, 35.2 Ounce",25.89,($0.74 /  oz),NaN,"Mornings can be unpredictable. You don't have time to do everything you want, let alone eat something wholesome, so that's why Kellogg's created Kellogg's Nutri-Grain harvest country strawberry and blueberry hearty fruit and oat bar. It's the perfect combination of tasty real fruit and whole grains to give you a satisfying way to make the most of your morning.  "
"Soyjoy, Bar Strawberry, 1.05 OZ (Pack of 12)",24.6,($1.12 /  oz),10.8 x 6.6 x 6.9 inches ; 24.2 pounds,"Get a little taste of summer when you bite into the fruity taste of Strawberry SOYJOY. We use real strawberries and bake them with ground whole soybeans to create a delicious, healthy snack you can turn to any time of day.  "
Rickland Organics Fruit & Nut Bars - Mango Coconut Cashew & Almond Pistachio Cranberry Apple (18 Bars),33.92,($1.58 /  Item),NaN,"Innovation and simplicity are at the core of our philosophy. With a little imagination and a lot of passion for creating great tasting snacks, we're able to develop the highest quality organic products. Rickland Organics sources only the finest ingredients to make undeniable delicious snacks. Made with fruit and roasted granola, our bars are USDA Organic certified, gluten-free, low sodium, and vegan friendly. Awaken your taste buds with our unique blends of fruit and nut bars and enjoy the taste of Rickland Organics at home or on-the-go. Thank you for snacking smarter!  "
SAMBAZON ORGANIC SUPERFOOD SMOOTHIE PROTEIN CHOCOLATE & ALMOND & COCONUT MILK 10.5 OZ PACK OF 4,30.6,($7.65 /  BOTTLE),NaN,NaN
Nugo Dark Chocolate Almond Bar ( 12x50 GM),23.7,NaN,NaN,"Nugo Dark Chocolate Almond Bar ( 12x50 GM)  "
Belvita Milk And Cereal 6 Bars 300 Gram - Pack of 6,34.28,NaN,NaN,"A serving contains the following of your guideline daily amount

Guideline Daily Amount Summary
Calories
56
,
3%of your GDA

Sugar
2g
,
2%of your GDA

Fat
2g
,
3%of your GDA

Saturates
1g
,
3%of your GDA

Salt
0.1g
,
2%of your GDA

Product properties
Designed for breakfast

Rich in cereals

Made with wholegrain

No colours or preservatives

Source of fibre

Vitamins B1, B6 & B9

Contains magnesium and iron

Suitable for vegetarians

Biscuits made with wholegrain cereals, milk and added vitamins and minerals.

As biscuits lovers, we have worked closely with our own nutritionist to bring you a new and exciting choice for breakfast: Belvita Breakfast biscuits are delicious, crunchy biscuits specially designed for breakfast.

It's more than just a delicious recipe that makes Belvita Breakfast biscuits special...

They are carefully made and slowly baked so that as part of a balanced breakfast, the carbohydrates are regularly released over 4 hours to keep you going all morning.

This has been proven in several clinical studies.

Allergy Information - 
Allergy Other Text: May contain traces of eggs, peanuts, nuts and sesame seeds.

Contains: Gluten, Wheat, Milk, Soya\Soybeans.

May Contain: Eggs, Nuts, Peanuts, Sesame Seeds.

Other Information - 
Additives: Free From Artificial Colours.

Additives: Free From Artificial Preservatives.  "
"Wgmns Cereal Bars, Fruit & Grain, Raspberry, 10.4 Oz. (Pack of 4)",15.39,NaN,NaN,"Filling (High Fructose Corn Syrup, Corn Syrup, Water, Raspberry Puree Concentrate, Sugar, Glycerin, Maltodextrin, Modified Corn Starch, Sodium Alginate, Methylcellulose, Monocalcium Phosphate, Xanthan Gum, Citric Acid, Malic Acid, Natural and Artificial Flavor, Red 40, Blue 2), Whole Wheat Flour, Whole Grain Rolled Oats, Enriched Wheat Flour (Bleached Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamin Mononitrate, Riboflavin, Folic Acid), Vegetable Oil Blend (Canola, Palm and Palm Kernel Oils, TBHQ), High Fructose Corn Syrup, Sugar, Glycerin, Contains Less than 2% of the Following: Nonfat Dry Milk, Calcium Carbonate, Soluble Corn Fiber, Honey, Wheat Bran, Salt, Sorbitan Monostearate, Natural and Artificial Vanilla Flavor, Leavening (Potassium Bicarbonate), Wheat Gluten, Xanthan Gum, Vitamin A Palmitate, Niacinamide, Pyridoxine Hydrochloride (Vitamin B6), Reduced Iron, Dicalcium Phosphate, Zinc Oxide, Riboflavin (Vitamin B2), Thiamin Hydrochloride (Vitamin B1), Folic Acid, Cyanocobalamin (Vitamin B12), Soy Lecithin.  "
Belvita Breakfast Biscuits - Honey & Nuts with Choc Chips (12x50g),14.39,NaN,NaN,"Belvita Breakfast Biscuits - Honey & Nuts with Choc Chips (12x50g)  "
"All Natural Zing Bars Peanut Butter Chocolate Chip, 12 - 1.76 Ounce Bars",43.95,NaN,NaN,"Zing Bars  "
Cap'n Crunch Treats Crunch Berries - 8 CT,4.1,($0.16 /  oz),1.6 x 5.8 x 6.6 inches ; 8.8 ounces,"Quaker Cap'N Crunch Crunch Berries Treats  "
Clif Oat Raisin Walnut Clif Bar ( 12x2.4 OZ),19.38,NaN,NaN,"Clif Oat Raisin Walnut Clif Bar ( 12x2.4 OZ)  "
"Clif Bar Blueberry Crisp, 12 Count (Pack of 2)",32.95,($16.48 /  Item),NaN,NaN
"Nature Valley Oats 'N Honey Cereal Granola Bars, 18 ct",,NaN,NaN,"The Nature Valley Oats 'N Honey Cereal Granola Bars combine real honey and rolled oats, to produce a sweet, wholesome snack. The Nature Valley Oats 'N Honey Granola Bars are full of classic crunch and whole grain goodness, providing energy to help keep you going. This Nature Valley Granola Bar, 18 ct is made of 100 percent pure and natural ingredients, making it the tasty snack you can have almost anytime or anywhere. Enjoy the crunchy sweet taste of Nature Valley Oats 'N Honey Cereal Granola Bars.  "
Alpen Fruit & Nut with Milk Chocolate Bars (5x29g),7.19,NaN,NaN,"Alpen Fruit & Nut with Milk Chocolate Bars (5x29g)  "
"Larabar ALT Bar, Peanut Butter Cookie, Gluten Free 1.95oz Bars (Pack of 5)",5.99,($0.61 /  oz),NaN,"Alt, the alternative protein bar, is the first-ever bar with added protein from Larabar. Many bar brands use soy or whey protein, but Alt uses an alternative protein source: peas. Vegan, gluten free, dairy free, and non-GMO, Alt also uses a wrapper that is 31% renewable. Dense and delicious with a splash of zing, lemon pound cake will tickle your taste buds. This zesty bar also has 10 gram of protein.  "
"Zone Perfect Nutrition Bars, Dark Chocolate Almond, 7.9 oz (Pack of 4)",36.0,($0.38 /  oz),NaN,"Zone Perfect Dark Chocolate Almond Bars  "
LiquiKelp,,NaN,NaN,"LiquiKelp 2 Fluid Ounces Liquid  "
"Nature Valley Granola Bar - Peanut Butter, 18 count",18.45,NaN,NaN,"Nature Valley granola bar peanut butter bars. These tasty granola bars have a great peanut butter taste and a wonderful natural flavor to them.  "
9bar Original (4x40g),7.19,NaN,NaN,"9bar Original (4x40g)  "
"Kelloggs Special K Bar, Bar, Fruit Crisp Blueberry (Pack of 9)",7.96,NaN,NaN,NaN
"Special K Bars, Red Berries, 6-Count Bars, 4.86 oz., (Pack of 12)",35.37,($0.61 /  oz),11.8 x 11.7 x 6.5 inches," Special K Strawberry Cereal Bars Fresh strawberries may flourish only in summer months, but the bright, sweet flavor of Special K Strawberry cereal bars is in season all year long. A great choice for mid-morning snacking or a treat with afternoon tea, the bars blend rice and whole-grain wheat flakes with bits of dried strawberry. For added yum, a drizzle of icing finishes off the recipe. Just 90 calories each and perfectly portable, the bars make a tasty feature in lunchboxes or a smart backup snack in a purse. Take the Challenge For Special K lovers hoping to trim down, Kellogg has created the Special K Challenge, a fun and easily managed online program found at specialk.com. Designed to help set and achieve weight loss goals, the program includes useful suggestions, menu tips, mobile apps, recipes, and online community features. Special K cereal bars are in the snack category of the program, providing a tasty way to stay satisfied without getting off track. About Kellogg Founded by W. K. Kellogg in Battle Creek, Michigan, in 1906, the Kellogg Company is dedicated to making good nutrition easy and delicious. Its Special K line began with the Original cereal and now includes numerous other cereals, breakfast bars, snack bars, crackers, chips, and beverages.    Kellogg’s Special K Strawberry is a lightly toasted, lightly sweetened rice cereal, high in flavor. Enjoy Special K every day as part of a healthy, reduced-calorie diet. It’s an excellent source of 11 vitamins and minerals. Kellogg’s Special K gives you the satisfaction you crave any time of day. In addition to cereal, Special K offers a variety of products and a wide range of delicious flavors.  "
Nature's Path Honey Oat Crunch Flax Plus 12x 7.05Oz,54.88,NaN,NaN,"Save on Nature`s Path Honey Oat Crunch Flax Plus (12x7.05OZ).It's a hearty and healthy granola bar with a honey of a taste. Crunchy, whole-grain goodness meets golden honey and toasted oats for just the right amount of sweet. (Note description is informational only. Please refer to ingredients on the actual product before use. Please consult with a health professional or the manufacturer on any questions prior to using this product.)  "
Betty Lou's Gluten Free Fruit Bars Strawberry -- 12 Bars,13.93,($0.54 /  oz),NaN,"Betty Lou's Gluten Free Fruit Bars Strawberry -- 12 Bars  "
Organic Crunch Bar,4.89,NaN,13 x 11 x 7 inches,"Clif Crunch Wht ChocMacadamia Case/12  "
Nature's Path Chococonut Bar 12x 6.2OZ,90.28,NaN,NaN,"The chocolatey-chocolatiest-chococonut bar! Real, organic dark chocolate, freshly shredded coconut and whole grain oats. Fulfill your chocolate craving and feel good about it! And?.All our bars now come in the EnviroBox, which is 36% smaller box than a standard 6.2 ounce box.  "
"the Vitamin Shoppe - Black Cherry Concentrate (Unsweetened), 16 fl oz liquid",10.99,NaN,NaN,"Black Cherry Concentrate (Unsweetened) 16 Fluid Ounces Liquid  "
"Nutritious Living Hi-Lo Vanilla Almond Cereal, 10-Ounce Units (Pack of 6)",37.24,($6.33 /  packs),NaN,"Nutritious Living Hi-Lo Vanilla Almond Cereal, Case of 6 - 10 Ounce Units (60 Ounces)  "
Chef Jay's High Protein Food Bar Chocolate Coconut 12 - 4.2 oz (118 g) bars,37.57,($0.70 /  oz),12 x 5.8 x 2.4 inches ; 3.4 pounds,"A satisfying snack that can go anywhere. A whole grain protein bar. 30 Grams of protein. Great taste. Soft & moist. 3 Sourced protein (TRI). Whole oats. Meal Replacement. High fiber. After cooking for the hotels of Las Vegas with healthy style bakery goods. One item was a health bar made of oats, raisins and honey. Soon I started getting calls from people outside the Las Vegas area who wanted me to ship them my delicious bars. I have since devoted my life to producing the best tasting, healthiest bats available. I still make them myself (with some help from my team) in the heart of Las Vegas, although I have since moved out of that 700 sq ft muffin shop and into that dream kitchen I have aways wanted. I hope you enjoy eating them as much as I enjoy making them.  "
